3.0956,5.0049,2.318,-6.3946,0.3542,8.1,-0.31242,-9.0131,2
2.8768,3.7028,5.5192,1.8742,-0.013561,6.365,2.5288,-4.5889,2
5.9957,5.14,5.9457,-0.17749,-0.52086,8.4861,3.0148,-7.0635,2
6.9239,7.0724,4.8416,-0.41263,2.0337,5.8409,-0.45747,-3.8804,2
5.6573,9.7116,7.0658,2.02,3.1798,9.0299,1.1475,-0.59077,2
1.4171,-0.3524,3.7276,-3.4722,-8.1917,2.6046,-5.7488,-15.495,1
-0.95051,0.40644,2.8059,-4.453,-2.0135,3.0537,-6.3201,-9.0701,1
4.9309,8.53,12.406,1.6394,5.1115,8.7805,2.6839,2.2745,2
4.4277,3.6261,6.4651,0.64603,0.57639,6.5012,2.6742,-10.279,2
2.2033,7.0241,3.3383,-0.33067,-0.51069,5.987,-4.8912,-4.3848,2
4.1863,7.274,7.0882,3.3762,5.9394,6.969,4.0909,1.1771,2
-0.32868,4.443,0.20531,-1.6162,-1.2544,2.9214,-6.0426,-2.7748,1
1.8961,2.5475,7.4516,-0.97849,-2.7451,1.9581,-5.5524,-9.3531,1
5.3435,8.16,8.4468,2.4252,4.533,11.403,-4.5156,-1.315,2
4.9277,5.5746,5.0637,4.7729,1.9314,8.7996,-1.9356,-3.1782,2
2.507,6.0783,4.7893,0.1862,-0.682,3.6207,-5.0569,-8.4235,2
7.811,4.6131,9.2804,3.5655,3.3176,8.5831,2.5768,-0.37789,2
7.6851,8.7274,6.6877,1.5524,3.7164,10.098,-1.4327,-1.3966,2
2.5813,4.6683,2.6476,1.5417,5.4196,8.9234,1.7262,-3.5397,2
5.9918,7.0484,6.6122,7.3808,3.9541,7.8776,-0.48343,6.5514,2
4.0864,6.8871,3.4567,-1.0702,1.9129,7.2842,1.9972,-0.68215,2
9.1909,11.54,9.1665,5.0993,7.6247,12.661,5.551,-0.24366,2
5.9157,4.2233,11.096,-3.2011,-0.69684,7.8526,-2.0871,-7.4164,2
4.7053,8.8716,7.2076,4.0566,2.0795,9.5953,0.82548,3.0182,2
6.0639,10.605,9.8432,1.715,4.4753,8.3467,6.1795,1.3425,2
5.1164,4.4897,4.1831,0.025242,2.934,8.3667,-0.39367,-7.7184,2
1.685,3.3786,3.6431,-1.7028,-0.11443,5.6429,-0.5742,-5.7178,2
1.6065,0.65671,4.1256,0.35526,-3.3605,0.92004,-2.4176,-9.9895,1
5.5623,9.0171,6.4723,-1.0689,3.8393,11.622,2.7954,-3.479,2
-1.4016,1.6955,5.4162,0.43456,-2.7245,2.194,-4.4495,-5.911,1
4.1176,8.6396,4.3419,-0.57982,-0.18031,8.1377,-1.0241,2.6009,2
5.3131,8.0226,10.707,9.4308,5.8384,11.357,-1.0738,3.9991,2
1.0485,3.8459,3.3881,-1.1037,-0.88627,4.3291,-5.0556,-5.677,1
2.4393,2.2894,7.1828,1.2891,-0.88276,4.2563,-1.5082,-2.4225,1
4.4067,10.731,6.9109,-0.30737,3.9373,7.1283,1.5113,-1.0423,2
0.48717,7.8702,4.4104,-1.7226,0.27965,8.7163,-2.1362,-3.2077,2
5.0266,8.1381,8.4767,4.183,2.3234,11.974,-1.3303,4.4358,2
-0.60559,5.206,-0.25781,-3.7779,-0.97418,1.8273,-5.3609,-3.3819,1
3.5873,5.6107,3.2048,1.7017,0.99159,6.9631,0.93186,1.3197,2
3.942,7.2558,6.534,2.6964,7.7963,10.262,2.6234,1.2703,2
4.5724,6.5533,4.6179,6.7104,3.431,7.6299,-0.47786,-2.4376,2
3.4839,9.5632,9.1205,-1.0371,-0.14867,9.5295,0.44226,1.2506,2
0.46834,-0.39409,-2.3633,-2.3489,-1.603,-0.043952,-3.4073,-6.662,1
1.4578,6.6732,2.0971,2.3865,0.23231,5.7368,-2.8447,-2.9961,2
4.2998,5.9749,6.0911,1.0506,1.3013,8.4438,-1.2015,-1.2677,2
4.2212,4.8455,9.1294,0.30991,0.52299,7.3522,2.3183,-2.3707,2
3.7748,1.5345,0.53765,-0.28271,-2.0316,5.1431,-3.2098,-9.1336,2
2.924,3.5186,7.0954,1.0871,1.4683,8.2316,0.0030837,0.85439,2
2.7035,-0.98298,4.9814,-0.57006,-1.8634,4.4632,-6.6819,-12.55,1
6.418,6.3216,8.3627,4.7989,4.9569,8.9696,3.122,2.1947,2
6.9194,7.5104,11.324,4.9896,4.2044,8.8397,-2.1272,-6.8214,2
-3.0675,1.247,2.8017,-2.2099,-6.3172,-0.20208,-8.1478,-4.1225,1
2.4088,1.9634,0.9521,0.89558,-1.1424,5.2605,-4.5462,-2.2741,2
-0.49219,2.3156,3.3306,-4.3273,-1.737,4.397,-6.2514,-10.817,1
0.38926,1.1381,1.3803,-6.5285,-6.2446,0.79784,-3.1655,-15.68,1
0.31554,0.56945,0.14525,-0.64675,-2.7352,6.295,-2.9582,-5.9121,1
1.9098,1.2858,2.9214,-0.68602,-0.19472,6.6083,-6.6329,0.065343,2
-0.79174,2.5028,7.2337,-3.5997,-3.1922,6.9604,-9.0261,-0.32246,1
4.3122,8.4641,11.601,4.2238,9.2175,11.587,-0.87781,1.491,2
3.8274,2.5049,7.6859,-1.0244,0.34089,4.2627,0.2084,-10.448,2
0.73713,0.19374,-2.6176,0.059623,-2.8831,3.1765,-8.0924,-9.053,1
3.058,2.4213,9.5269,1.212,0.1616,7.8637,-2.4936,-6.3093,2
3.6605,8.5714,7.5971,2.5247,3.6651,10.764,2.1601,4.5058,2
8.9004,11.439,6.5659,6.2427,4.2134,11.356,7.4518,5.3714,2
0.78987,2.7068,4.3562,-3.51,-2.5965,4.9818,-8.8542,-3.6603,1
5.8978,7.6858,6.4283,2.3685,3.0632,9.0673,-0.13528,4.4309,2
-1.237,0.97758,4.6169,-0.70033,0.96443,1.1348,-7.3192,-1.5052,1
-0.92654,-1.3311,1.1124,-5.2752,-6.2071,1.9181,-3.7838,-3.7003,1
6.1351,6.7911,5.8673,1.697,2.755,9.7531,2.4982,1.1041,2
3.0037,2.1426,5.9647,-2.1779,-1.7326,6.8798,-2.4898,-9.019,1
5.9822,9.1006,10.481,1.8258,3.6854,11.001,4.1178,0.020351,2
7.1829,7.9398,11.244,5.5002,1.5251,8.7309,0.26536,6.2136,2
0.79687,7.32,-1.1168,-1.6725,2.5489,8.9198,-2.7138,-8.5638,2
4.8126,8.2456,5.716,1.8342,3.3958,11.066,-0.85416,-4.0387,2
0.29803,6.1677,4.5009,-4.2241,-3.7557,1.9593,-3.5481,-7.2854,1
6.0387,4.9058,9.1464,0.32291,0.084067,5.6191,-2.2513,-5.5607,2
5.3848,8.2151,5.1966,0.83019,4.498,8.0629,0.73463,-2.5066,2
