2.2957,3.6454,3.8917,-2.2766,-2.0024,5.3652,-4.0431,-7.2396,2
1.6102,7.6178,1.4228,-0.056465,0.55612,3.8764,-5.13,-4.8783,2
1.5483,2.6985,4.9101,-2.0414,-2.3418,4.2303,-4.9742,-5.2766,1
0.87984,6.2583,1.4391,-1.3389,1.1916,4.2465,-4.6374,-3.2663,2
0.71427,1.8986,3.3332,-1.1622,-0.12238,6.6357,-4.126,-5.4369,1
4.9635,4.4566,3.9865,3.0855,-3.2306,5.2599,-1.4059,-4.7938,2
4.8998,3.7794,3.4833,-3.6295,1.9975,9.6993,-0.018527,-5.8901,2
1.5378,2.2174,2.4819,-4.2999,1.3713,4.4885,-3.7572,-5.5075,2
1.3429,2.4188,3.0096,-1.7322,-1.0581,3.9178,-4.1469,-5.0107,1
4.0457,4.1722,2.013,0.7181,-0.94019,6.708,-1.676,-5.777,2
2.2217,3.6031,1.7715,2.7623,-2.5386,5.6591,-1.8386,-5.7764,2
0.38628,2.8659,2.8371,-0.7989,-1.0593,4.7045,-4.5226,-6.5284,1
2.3325,4.2837,3.9678,2.8015,-1.6433,4.0796,-0.68485,-4.7854,2
-0.4858,2.3237,5.4655,-1.7584,1.8725,5.0552,-2.8246,-5.5933,2
-0.20663,2.4383,3.5078,-0.91289,-1.0431,4.8198,-4.6483,-5.7863,1
1.6107,3.3104,4.0098,-1.1818,-1.4975,2.549,-3.2209,-6.424,1
6.8068,2.5275,4.2224,0.9162,0.57317,3.1814,-2.0825,-6.5153,2
0.80642,2.3892,3.4734,-2.0256,-1.8805,5.8559,-3.6645,-5.9733,1
1.7483,3.7654,3.5808,-0.78744,-1.8179,4.3692,-5.0057,-5.5653,1
0.068387,2.2415,2.4792,-0.26592,-1.4515,4.172,-5.1232,-4.7646,1
-0.6412,2.4394,2.6593,-0.69516,1.1566,6.5654,0.18243,-5.7991,2
1.2699,5.6271,5.0736,-3.2618,1.5587,7.5349,-4.6786,-4.3534,2
3.5444,2.0345,2.9432,1.1233,2.519,7.4917,-2.1415,-2.9007,2
0.8883,4.0299,3.6835,-2.8119,0.43329,3.3381,-3.489,-5.8304,2
1.3622,3.0925,2.8919,-0.06246,-2.1033,4.8369,-0.19025,-5.4585,2
1.4409,2.848,2.0514,-2.9102,-0.22522,4.3469,-5.284,-6.0302,1
0.79609,2.7597,2.5947,-0.55155,-0.85569,5.1255,-4.0785,-4.3853,2
2.2793,3.8398,0.93107,-0.74367,-1.0963,5.7342,-4.2853,-3.6371,2
0.37767,2.9817,2.8143,-2.991,-1.8602,5.1323,-1.0566,-0.84612,2
-0.69345,-0.19087,6.9516,-2.4918,1.5196,7.08,-1.5428,-6.4471,2
1.9512,1.6859,4.2839,-1.3856,-2.1084,4.7306,-4.9787,-4.359,1
-2.3233,1.7197,4.4195,-3.3768,1.6595,4.1799,-0.29744,-5.1554,2
-0.24511,3.0345,4.8251,-0.6305,-2.4211,3.6543,-3.8306,-2.744,2
2.0009,1.8566,4.3368,0.098811,-0.77011,6.0607,-5.0727,-4.6893,2
2.7237,1.7419,4.5166,-0.043517,0.48806,7.2224,-2.9924,-5.3607,2
1.545,2.153,3.3748,-0.88895,-0.85904,4.5476,-4.0036,-4.7126,1
0.70105,1.1415,6.1095,-2.1292,-0.86166,1.5914,-2.6433,-4.038,2
-0.029665,4.0794,5.0188,0.97761,-1.3524,5.0939,-3.3457,-7.2237,2
0.28246,1.7871,3.0072,-0.73454,-1.2382,4.4491,-5.1658,-5.3969,1
0.7963,1.6815,1.8619,-0.38973,-1.7829,3.7764,-5.6411,-5.7173,1
1.8782,2.2576,5.7583,-0.79792,-1.057,4.3621,-5.0379,-7.6733,2
2.7066,3.9108,4.1825,-1.1948,-0.50266,3.6754,-2.5999,-5.0819,2
-0.91959,3.9066,5.2111,-0.062352,1.2457,5.7221,-3.3594,-3.9657,2
1.0289,4.5648,2.7914,-2.7682,-1.3905,5.0226,-4.4073,-5.9077,1
1.7881,1.1471,2.8844,1.8009,0.38536,4.8092,-4.3433,-3.503,2
2.011,3.1249,3.1189,-3.726,-0.57016,5.5031,-2.2179,-6.7331,2
-0.17836,5.9768,2.8549,-0.11473,-2.5382,6.0885,-1.8263,-4.1874,2
0.8071,4.0652,5.8888,-2.3052,-0.55046,5.0171,-3.288,-5.2259,2
1.2675,3.2658,3.0506,-1.8724,-1.0613,3.4552,-1.4685,-4.3334,2
0.81038,3.7172,2.6338,-0.67491,-2.3827,3.8824,-3.1376,-5.5207,1
1.0833,3.399,2.7283,-0.96072,-0.71355,4.1181,-4.0621,-5.4499,1
0.91106,3.3662,4.5751,-3.3637,-4.2474,3.7767,-1.7865,-5.583,2
2.7124,2.7245,4.2198,-0.090454,0.51391,3.4317,-2.7105,-4.9753,2
0.38725,-0.10832,2.9821,-0.71758,-0.16339,6.9671,-3.4721,-6.271,2
0.66134,2.6711,1.66,-2.0084,-2.082,4.6851,-3.5517,-6.0065,1
2.0357,4.2912,3.7598,-4.0231,-1.8499,6.692,1.1268,-2.8111,2
1.0653,1.0333,2.8938,-1.2918,1.0678,4.1396,-2.8306,-5.2191,2
2.7593,0.12924,1.9036,-0.81246,-2.0199,4.1773,-4.7432,-5.7015,2
2.2591,3.2069,3.9125,-2.5304,-2.6874,5.9525,-2.1073,-4.6935,2
1.6671,4.1418,1.208,2.0974,0.25581,6.5025,-4.679,-6.9032,2
1.9443,5.624,4.0189,-2.0511,2.6208,5.018,-5.4987,-6.6131,2
2.1578,2.3284,4.9068,-1.6958,-2.0267,4.4045,-4.1382,-2.6645,2
3.1159,2.2474,2.8569,0.19229,-1.487,6.405,-3.4309,-3.4475,2
0.70805,2.1421,3.5159,-1.0987,-0.78698,4.207,-4.988,-6.631,1
0.90774,2.8478,4.6354,-0.52824,-1.6082,4.965,-2.6249,-6.0336,2
